content,type
"【日本律师：决不能原谅核污水故意排海 我们的诉求是阻止它】#日本核污水将于下月抵达中国海域# 为阻止福岛核污染水排海，一支由日本知名律师牵头、福岛县渔业者以及核事故受害者等组成的原告团先后两次提起诉讼。该原告团的律师广田次男表示，核污水故意排海，“这是我们决不能原谅的，我们的诉讼诉求就是要阻止排海”。
参考消息的微博视频",财经
"#小米汽车概念股逆势领涨#【小米汽车概念又爆了！有个股两天涨超36%，这些上市公司也想蹭热度】#小米集团涨超3%# 借新车即将上市的热度，小米汽车概念持续走高。近日，多家上市公司也相继想要“蹭上”小米汽车的热度，继小米董事长兼CEO雷军3月25日宣布小米SU7将于3月28日晚发布后，多家上市公司“发声”，提到和小米汽车之间的合作。
小米汽车概念又爆了！有个股两天涨超36%，这些上市公司也想蹭热度",财经
"#小米汽车概念股逆势领涨#【小米汽车概念持续走高，德赛西威等多股涨停】#小米集团涨超3%# 3月26日下午，小米汽车概念持续走高，津荣天宇2连板，三联锻造、创新新材、凯众股份等多股涨停。消息面上，小米汽车SU7即将于3月28日晚7点正式发布。小米集团创始人雷军强调，智驾+智舱+生态将助力小米汽车在市场竞争中脱颖而出。小米汽车将整合智能驾驶、智能座舱和生态系统，打造独特的技术优势。
小米汽车概念持续走高，德赛西威等多股涨停",财经
#韩国股市创逾2年来新高#【韩股收涨0.71%，创逾2年新高】韩国KOSPI指数盘中一度涨1.53%报2779.4点，创2022年2月以来新高；最终收涨0.69%，报2756.52点。 ,财经
"#日本核污水将于下月抵达中国海域#【海客谈：日本完成四轮核污水排海，各国民众怎么看】3月17日，日本东京电力公司称，已于当天完成了第四轮福岛核污染水排海，排放量约为7800吨。东京电力公司已经在前三轮排海中排放核污染水超过2.3万吨。CGTN拍客持续关注日本排放核污水行为。来自美国、英国、澳大利亚、加拿大、新西兰国家的居民在本集视频中谈论对此行为的看法。其中，来自美国的Sophia表示核污水排海让她对未来感到恐惧。来自英国的Darren则认为自己无法认同日本的行为，这在实质上是将有毒的污水倒入海洋，日本在做决策前，应该认真考虑周边国家的意见。
CGTN的微博视频",财经
"【#小米计划自建充电桩网络##小米或买车送家充桩#】3月25日，小米汽车在全国29城59家门店正式开启了品鉴活动。雷军当日在微博上表示，“大家今天的热情超出了我们的想象，我们正加速推动第二批门店筹备工作。”当日，@新浪科技 实地探访了位于北京东方广场的小米汽车旗舰店。新浪科技看到，原先东方广场负一层的小米之家已经整体搬迁至一层的小米汽车旗舰店，原址被vivo门店接手。目前该店有五辆小米SU7展车到店，工作人员告诉新浪科技，目前已知的有低配版和高配版，但具体几个版本还要等28日正式发布会公布，预约试驾也需要发布会之后。
新浪科技还在门店看到了小米家充桩的展示。工作人员表示，该家充桩为小米自己设计和研发，届时可能会买车送家充桩，但标准版送不送还是未知。另外他透露，小米也在计划自建充电桩网络，目前也对第三方充电桩做了很好的兼容。（新浪科技）#小米汽车销售称泄密要赔百万#",财经
"【绿地控股集团董事长张玉良：#房地产不是进入下行周期而是新阶段#】#绿地控股董事长称房地产进入新阶段# 3月25日，中国版的“达沃斯论坛”中国发展高层论坛2024年年会上，绿地控股董事长张玉良回应了凤凰网财经有关房地产行业的提问。张玉良表示，所谓房地产进入下行周期的说法并不准确，而应该说是进入了一个新的发展阶段。张玉良举例说，目前商品房的总量可能跟过去比看起来在收缩，但实际上，“过去的房产结构是单一的，保障房比例比较低，现在保障房比例提升，所以市场商品房加保障性住房的总体量还是比较大的”。 @凤凰网财经 
凤凰网财经的微博视频",财经
"【#小米汽车销售称泄密要赔百万# #用户称小米汽车定价太高就转买竞品#】小米汽车首批门店于昨日正式开业，车辆陆续到店供用户品鉴。北京地区多家门店人声鼎沸，场面火爆到一度限流。
北京东方广场小米汽车旗舰店告诉新浪科技，小米SU7至少对标车型有四款：极氪001、007、华为智界以及特斯拉Model3。目前汽车的内饰、价格等信息还处于保密之中，如果泄密可能要赔上百万。另外，小米正计划自建充电桩网络，同时也做好了第三方充电桩兼容。
现场多名顾客表示，已经小定了极氪，仍在等本周小米汽车的最终售价，“贵，就不考虑买它了”。 （新浪科技）
新浪科技的微博视频",财经
"【卷不动了！#招行下架13款联名信用卡#，信用卡细分业务受阻？】#联名信用卡不香了# 近日，交通银行、邮储银行、招商银行、长沙银行等多家银行都宣布停发部分联名卡和主题卡，其中招商银行更是同时下架了13种联名卡和主题卡。当信用卡业务从“跑马圈地”期步入“精耕细作”时代，银行要如何应对挑战？（南都·湾财社）
卷不动了！招行下架13款联名信用卡，信用卡细分业务受阻？",财经
"【#艾艾精工股价跌停#，#艾艾精工15天14板#】3月26日，A股艾艾精工开盘跌停。交易行情显示，艾艾精工3月26日开于跌停价29.71元/股，最新总市值为38.82亿元。近期，艾艾精工股价接连大涨，经统计，在2月8日-3月25日这27个交易日，公司区间累计涨幅320.9%。
艾艾精工开盘跌停
 ",财经
"#艾艾精工股价跌停#【A股罕见一幕！#艾艾精工15天14板#：公司股票击鼓传花效应明显】艾艾精工公告称，公司股票近期涨幅高达249.31%，严重偏离市场和行业走势。3月25日，公司股票以涨停价收盘，自3月5日至25日，15个交易日内已累计14个交易日涨停，涨幅与同期上证指数、塑料行业存在严重偏离，累计换手率达201%，存在市场情绪过热的情形，可能存在非理性炒作。
A股罕见一幕 15天14板艾艾精工：公司股票击鼓传花效应明显 随时有快速下跌的可能",财经
【#艾艾精工竞价跌停#】#艾艾精工15天14板# 市场焦点股艾艾精工（15天14板）竞价跌停，消费电子板块博信股份（7板）竞价跌停、瀛通通讯（6天3板）高开1.18%，化工股宁科生物（4板）高开9.67%，芯片产业链的翔港科技（3板）高开4.77%、康达新材（2板）高开2.94%，汽车产业链的华生科技（3板）竞价涨停、精达股份（2板）高开2.18%，低空经济概念股王子新材（3板）低开3.70%，工业母机板块青海华鼎（3板）竞价涨停，宠物经济概念股依依股份（5天3板）低开1.58%。（财联社）,财经
"#包小柏回应AI复活女儿#【包小柏：AI“复活”女儿之后】#如何看待AI复活逝者# 从包容诞生在数字世界的第一天，包小柏就陪在她身边。她唱的第一首歌，第一次对话，包小柏都参与其中。“他是包容的一部分。包容也是他的一部分。”刘岩说。如今，数字包容存在于包小柏手机中小冰开发的系统里，里面全部是虚拟人。他随时能跟她聊天，能继续训练她的思维。
包小柏：AI“复活”女儿之后",财经
"【突发！多地官宣取消金交所业务资质！】#金交所全行业将被关停# “伪金交所”的非标理财产品，常常用于补充发行方流动资金，或构筑资金池，进一步用于运作高风险投资甚至虚假项目。产品以高息回报的方式吸引不特定投资者，年化收益率常常高于8%，甚至10%也不罕见。一旦项目运作出现问题，产品将由于无法及时兑付资金而爆发“连环雷”，投资人遭受惨重的经济损失甚至血本无归。
突发！多地官宣取消金交所业务资质！",财经
"【#十基金解读A股三连阴#：#海外扰动影响A股短期走势#，政策主题交易仍受关注】指数三连阴后，市场调整态势何时终结？澎湃新闻记者搜集了十家公募基金观点，大部分公募认为前期流动性冲击和流动性回补所造成市场大波动基本告一段落，市场逐渐回归到相对平复的状态。临近4月，上市公司年报陆续发布，业绩和基本面或成为下一阶段最重要的因素。#艾艾精工15天14板# 
十基金解读A股三连阴：海外扰动影响短期走势，政策主题交易仍受关注",财经
"【专家建议：#网红言论过边界应纳入劣迹名单监管#】#一些网红为流量捏造事实口出狂言# 记者注意到，随着直播行业日渐繁荣，不少人通过互联网平台获得了大量关注和影响力，他们利用短视频、直播等形式，分享生活、传播观点、娱乐大众。其中，一些网红做起了“流量生意”，甚至为了流量丢了底线，或胡编乱造、审丑猎奇、宣扬低俗恶俗的内容，或罔顾法律法规，不断擦边乃至公然挑衅。
专家建议：网红言论过边界，应纳入劣迹名单监管",财经
"#知名商场宣布终止营业#【因租约到期，上海梅龙镇伊势丹百货将于6月30日终止营业】#伊势丹百货仅剩最后一家# 3月25日，上海梅龙镇伊势丹百货有限公司发布通知：由于上海梅龙镇伊势丹租约到期，将于2024年6月30日终止营业，顾客持有的伊势丹电子会员积分以及购入的礼购卡/电子券将于营业终止日次日起无法使用。今年3月14日，天津伊势丹有限公司发布告知书：因店铺经营原因，公司决定于2024年4月14日关闭店铺。天津伊势丹定金预付卡将于2024年4月14日21:00起终止兑付。
因租约到期，上海梅龙镇伊势丹百货将于6月30日终止营业",财经
"#联合国安理会通过加沙决议要求斋月停火#【联合国安理会通过决议 要求加沙斋月停火】当地时间3月25日，联合国安理会就非常任理事国提出的一份加沙决议草案进行投票，获得通过。这是自去年10月7日以来，首次在安理会决议中明确要求停火。投票中14票赞成，美国弃权。 
联合国安理会通过决议 要求加沙斋月停火
 ",财经
"【#2100年97%国家人口或将减少#】一项美国研究显示，全球生育率将继续下降趋势，到2100年，绝大多数国家人口都将减少，但专家认为这有利有弊。
这项研究来自美国华盛顿大学健康指标与评估研究所 (IHME) 团队领导的小组，且得到了比尔及梅琳达·盖茨基金会的资助。它于2024年3月20日发表在医学杂志《柳叶刀》上。
新研究估计，2021年，46%的国家的生育率低于更替水平；2050年，75%的国家生育率将降至更替水平以下；而到2100年，这一数字将增至97%，这意味着到本世纪末，世界上几乎所有国家的人口都将下降。（界面新闻）",财经
【#联合国安理会通过美国涉加沙决议# 要求加沙斋月停火】当地时间3月25日，联合国安理会就非常任理事国提出的一份加沙决议草案进行投票，获得通过。这是自去年10月7日以来，首次在安理会决议中明确要求停火。投票中14票赞成，美国弃权。 ,财经
【#联合利华分拆后的冰淇淋业务或在荷兰上市#】据报道，联合利华CEO海因·舒马赫（Hein Schumacher）3月24日接受采访，暗示分拆后的冰淇淋业务可能在荷兰阿姆斯特丹上市。舒马赫就联合利华冰淇淋业务表示，“最有可能的途径是分拆，在证券交易所独立上市，并拥有自己的总部”。此前约一周，联合利华公司宣布将剥离其冰淇淋业务，并裁员7500人。,财经
#香奈儿或将再次涨价#【香奈儿或将再次上调产品价格】时尚商业发布消息称，受原材料和人力资源成本增加的影响，Chanel将于3月27日在全球范围内正式上调产品价格，包括CF系列手袋、2.55手袋、Boy Chanel手袋、Chanel19手袋和Chanel22手袋等，有消息人士称涨幅或将达到10%至15%。若消息属实，Chanel小号的CF手袋价格将进一步上涨至8.8万元，逼近9万大关，Chanel22手袋将突破5万元大关。（北京商报）,财经
【#又一存金爆雷涉案或达4亿元# 山东黄金：已报案】近期，消费者朱女士告诉记者，自己在山东黄金门店寄存的投资金条取不出来了。朱女士提供的黄金购买合同显示，除了她购买门店的印章之外，还有一个名为北京紫金珠宝有限公司的第三方参与其中。3月25日，山东黄金工作人员告诉记者，紫金珠宝曾是山东黄金加盟商，但自2021年之后就不是了。3月25日，记者拨打了山东黄金的董秘办电话，接线人员提供了专门负责该事件的深圳公司的热线电话。随后记者拨打了该电话，对方表示，紫金珠宝从2021年开始就已不再是山东黄金的加盟商。山东黄金还因紫金珠宝从事法律禁止的业务向警方报案，同时也重申禁止所有加盟店从事相关（金融类）的促销活动。当被问及紫金珠宝相关的受害者的损失会如何处理时，对方则表示这不是山东黄金做的事情，并不了解具体的解决方案，无法回答这个问题。,财经
【#张亮麻辣烫回应加收2元汤费#：视门店情况而定】#张亮麻辣烫餐品不足10元加收2元汤费#近日，有网友发文称有张亮麻辣烫门店公示称，餐品不足10元将另外加收2元汤费。对此，张亮麻辣烫客服表示，这并非统一规定，但确有门店这样公示，是否收取汤底费视门店情况而定。 ,财经
#公募人士称不建议散户追高长久期的债基#【谁在爆买30年期的国债ETF？券商自营、险资涌入 机构对长债风险陷入纠结】有公募人士向记者表示，当前来看，并不建议个人投资者追高长久期的债基，一方面，近期市场调整，长久期债基调整更为剧烈；另一方面，个人投资者对债市几乎没有择时能力，机构配置长债的持有时间相对较长，能够获得较为稳定的收益，因此并不建议散户参与。,财经
【#专家建议加大吹哨人奖励和保护制度#】中国证券业协会3月22日召开2024年第一季度证券基金行业首席经济学家例会。与会专家建议，一是加强信息披露监管，加大“吹哨人”奖励和保护制度，推动构建资本市场财务造假综合惩防体系。二是健全退市制度，建立常态化、市场化的退市机制，对于触及退市指标的企业做到应退尽退。三是防范上市公司绕道减持，引导上市公司通过回购注销、加大分红等方式回报投资者，提升投资价值。四是增强投资者回报和赔付机制，加强现金分红监管，持续完善投资者因上市公司信息披露违法、虚假陈述等市场欺诈行为而遭受损失的赔付机制。五是通过拉长长线资金的考核周期、适当放宽权益类投资上限、优化社保基金考核机制等措施，继续鼓励养老金、企业年金、险资等机构的长期资金持续入市。,财经
【#央行行长称中国有能力实现全年5%左右的预期增长目标#】3月25日，中国人民银行行长潘功胜出席中国发展高层论坛。潘功胜表示，中国经济保持回升向好态势，有能力实现全年5%左右的预期增长目标。今年以来，货币政策加大逆周期调节力度，政策效果持续显现，未来仍有充足的政策空间和丰富的工具储备。中国人民银行将结合调控形势需要，灵活适度、精准有效实施稳健的货币政策，强化逆周期调节力度，把维护价格稳定、推动价格温和回升作为把握货币政策的重要考量，继续为经济回升向好营造良好的货币金融环境。,财经
【#韩国总统称将努力与医疗界展开对话#】据央视新闻，韩国总统府相关人士25日表示，政府原计划从26日开始对没有返岗的实习和住院医生处以吊销医师执照等行政处分，但总统尹锡悦说，要“灵活地与医疗界进行对话”，因此不会从26日开始对未返岗医生实施吊销医师执照等处分。 ,财经
#波音CEO宣布辞职#【波音公司Dave Calhoun宣布打算辞去首席执行官一职】波音CEO宣布董事会和管理层变动，Dave Calhoun宣布打算辞去首席执行官一职。 ,财经
"【#胡锡进评钟睒睒再成中国首富#】#胡锡进呼吁解开钟睒睒争议的疙瘩#@胡锡进 发微博称，钟睒睒再次成为中国首富，而他同时很像是成了互联网舆论场争议最大的中国企业家。老胡认为，这个疙瘩一定要解开，否则对中国民营经济发展无疑是不利的。
首先，对钟睒睒的“网暴”虽然来得很突然，有特殊诱因，但它的引爆又有着很深刻的底层道德逻辑。钟睒睒身为首富，已经站在中国社会财富意义的巅峰之上，在这个位置上，必然要承受民间对高标准道德示范的种种要求，全世界都有这种倾向，在中国它尤其明显，有相当一部分人希望这个位置是为“爱国企业家”“慈善企业家”，甚至“民族英雄企业家”预留的。
钟睒睒幸运地走上了首富之巅，他需要知道民间对他本人和家庭成员超乎寻常人道德表现的期待。客观说，到了这个位置，他注定会失去一些法治社会赋予普通人的权利，愿意不愿意，这就是传统社会的一种平衡法则：你获得了巨大权力，同时就会戴上一些“枷锁”，失去一些自由，要对社会承担更大义务和责任。
这个世界上没有圣人，但是让成功人士、特别是超级成功人士学做圣人的要求是很普遍的，位置越高越要接受这一现实束缚，尽可能克己奉公，超越市井的欲念。在民间看来，钟睒睒和他的家人显然有这方面进一步自我完善的空间，钟睒睒已界七十高龄，阅尽人生，深谙市场，老胡诚恳希望他作为提供大众消费品的商业领袖，能够领悟民间长期沉淀下来的这些价值观和道德逻辑，别人可以用“民粹”来解释他的处境，但他自己最好别这样看，而是采取更加谦虚且富有建设性的态度。
冲突是双向的，要解疙瘩也不能只有一个方向用力，围绕农夫山泉和钟睒睒的争议在我们社会具有标志性意义，它无疑有传统思想和道德体系的深刻影响，但是我们的社会毕竟不能永远停留在原地，我们还需面向未来，因此我们一定要有集体反思和与时俱进的意愿。
市场经济说到底不是由“圣人之心”和公德推动的，依法逐利是个人人性与公共利益和规则的妥协。商场决不能定义成道德竞赛场，它是冒险、智慧、创新精神的综合比拼之地。
我们在不断垒高商业道德的门槛时，一定要留出一些回旋余地。我指的是，要让那些有商业才干、但是道德表现不及我们最高期待的人也有为社会进步提供推力的施展空间。我们可以不歌颂他们，不崇拜他们，但是我们的社会一定要做到包容他们，因为只有包容了这些有“瑕疵”但是同时又魄力超群的人，我们的社会这个集体才会更有张力，更能前冲，真正实现人尽其才，形成世界上最为强大的统一战线，而不是反过来逐渐缩小我们的阵线，把战友降格为同路人，把同路人推向对立面。所谓有容乃大，就是这个道理。
我们的传统伦理大多是在前工业文明时代发展积累而成的，它是我们思想的重要源泉，也是中国人之所以为中国人、中国社会之所以为中国社会的关键指标之一。但是面临新的时代主题和竞争，我们必须扩大文明的思想和道德外延，让形成中华文明的历史“大漩涡”不断卷入更多资源和营养，决不固步自封。
所以钟睒睒这样的企业家，一定要能够在中国社会和市场上安然存在，并且依法获得进一步的发展空间，民间对他有高于法治的进一步要求，这很正常，也是鞭策，但是这种要求不能演变成对合法企业的打击力，我们需要在摩擦中摸索召唤与打击之间的界线，从而让我们的要求释放更多感召力，而不是变成对企业家精神礼教般的强制，客观上造成破坏和驱赶。
我想说，这两种东西需要在这个大变动的时代相向而行，它们决不能成为彼此对抗的关系。做到这种相向而行实话说很不容易，因为许多主张的释放往往都是非规则性的，情绪化的，但是相向而行需要是各种冲突、摩擦之后所形成的实际效果。
看到老胡这篇文章，恐怕又有人要骂老胡“骑墙”“摇摆”了，我理解这些指责。但是任何社会都会存在很多裂痕和碎片，需要各种各样的粘合与缝合，老胡很想与其他朋友一起，贡献一份力所能及的缝合力。希望它不是多余的。",财经
"【#蜂鸟一套房子跌去数百万# 几乎腰斩】在北京海淀区，蜂鸟家园是个特别的存在。与它的名字一样，它非常小，但又极贵，每平方米单价一度超过了20万。它对口的学校，是北京号称“宇宙第一牛小”的中关村三小。这意味着，它象征着中产们想攀上顶级学区，所需要支付的最便宜门票。
在形势好的时候，购买蜂鸟家园，堪称中产们的一场寻求升值的资产配置游戏，而孩子得以入学中关村三小，不过是参与这场游戏的奖励。对中产们来说，房价飞涨、信心膨胀，诱惑实在太大，足以让人忽视它所有的缺点。
只是，到了今年，形势扭转，一套房子跌去数百万。在多名业内人士的统计中，蜂鸟家园都位列2023年北京小区房价回调幅度第一。人们这才惊醒，自己买下的既不是抗跌的硬资产，也不是可住的房子，买下的只是为孩子上学付出的代价。（每日人物）  #北京最牛学区房挺不住了吗#蜂鸟几乎腰斩，北京最牛学区房挺不住了？",财经
"【#年轻人开始整顿自己婚礼#】#年轻人简办婚礼一场六千多元# “起得比鸡早、睡得比狗晚，一天下来累得脱了一层皮。”没错，说的就是办婚礼！婚礼之前，确定婚期、预订酒店、敲定婚庆“四大金刚”、拍摄婚纱照等事宜，足以让新人满身疲惫。婚礼当天，化妆、接亲、堵门、敬茶等一系列流程走下来，有人直言，“仿佛给自己的婚礼打了‘黑工’。”于是，一些年轻人开始“整顿”起自己的婚礼，一切就从“简单”开始。（中国新闻网） 
办一场才六千多元！年轻人开始“整顿”自己婚礼",财经
"【中信证券遭监管现场督导，投行业务屡陷风波、年内已密集撤回7家IPO项目】#中信证券股价大跌# 去年以来，券商的IPO项目撤否数量小幅走高。从撤单企业来看，有的是行业问题、板块定位问题、自身盈利稳定性问题以及企业内控问题等。但有的项目回撤，也一定程度上暴露出部分发行人存在“带病闯关”心态，保荐机构“半推半就”存在侥幸心理。#A股# 
中信证券遭监管现场督导，投行业务屡陷风波、年内已密集撤回7家IPO项目",财经
"【收评：沪指冲高回落跌0.71%，近期热门板块全线退潮】#中信证券股价大跌# A股市场全天冲高回落，创业板指领跌，三大指数均失守20天线。截至收盘，沪指跌0.71%，深成指跌1.49%，创业板指跌1.91%。北向资金全天净买入55.71亿，其中沪股通净买入38.51亿元，深股通净买入17.2亿元。
盘面上，周期股逆势走强，其中油气股领涨。小米汽车概念股表现活跃，津荣天宇等涨停。房地产板块一度反弹，京投发展涨停。下跌方面，近期热门板块全线退潮，AI应用、飞行汽车等领跌。总体上个股跌多涨少，全市场超4500只个股下跌。
收评：创指收跌1.91% 石油板块逆势上扬",财经
"【中信证券投行“一哥”的地位或有变数：IPO撤回数量增超100% 收入同比大幅下滑79.5%】#中信证券股价大跌# 过去几年，中信证券一直保持着A股投行“一哥”的地位，且市占率明显领先。而数据显示，2024年以来，中信证券IPO过会数量、承销规模和承销保荐费收入，同比均出现大幅下降，其中年内IPO承销保荐费收入同比大幅下滑79.5%。与此同时，中信证券IPO撤回数量同比增长超过100%。
中信证券投行“一哥”的地位或有变数：IPO撤回数量增超100% 收入同比大幅下滑79.5%",财经
"【头部公募""香饽饽""，大股东中信证券为何一再""放弃""？】#中信证券股价大跌# 近日中信证券公告，中信证券同意天津海鹏转让所持有的华夏基金10%股权，但放弃这10%股权的优先购买权。而早在2022年该起股权转让提出时，中信证券已有过一次类似表态。中信证券持有华夏基金62.2%股权，是华夏基金第一大股东和实控人。最近三年，华夏基金每年净利润规模约为20亿元，但随市场波动有所下降，对中信证券的利润贡献依然维持在10%水平。
头部公募""香饽饽""，大股东中信证券为何一再""放弃""？",财经
"#1688启动全面入淘#【独家 | #阿里1688全面接入淘宝#：将设立专门频道，重推严选贴牌源头厂货】据阿里巴巴内部人士透露，1688近期启动全面入淘，先期开设三家店铺，后续这些店铺将整合成一个类似天猫超市的频道，并在淘宝推出1688严选贴牌的源头厂货。这意味着，1688将携带百万源头厂商直接入驻淘宝。
该人士透露，1688将在淘宝开设三家店铺，分别为严选淘宝店、企业自采天猫店和工业行家选天猫店。对源头厂商来说，不需要在淘宝开店，而是入驻1688店铺，通过半托管模式，与1688商量定价，把货交给1688后直连消费市场，有订单后商家负责发货和售后。
相关数据显示，目前1688的百万源头厂商里，工厂超过60万家。（新浪科技）",财经
"【小调查：#中信证券跳空惨跌4%#，你敢抄底吗？】3月25日#中信证券股价大跌#4%。消息面上，3月22日深夜，深交所发文宣告对“券商一哥”$中信证券 sh600030$ 启动现场督导。深交所表示，为进一步压实保荐人“看门人”责任，从源头上把好上市入口质量关，深交所决定对联纲光电保荐人中信证券启动现场督导。券商一哥股价大跌，能抄底吗？快来投票吧！ #券商板块大跌# 
 
网页链接",财经
"#中信证券股价大跌#【遭深交所现场督导 券商“一哥”中信证券会有啥影响？】“对中信证券而言，现场督导意味着中信证券需要配合检查，如果现场督导发现问题，会影响其声誉，进而影响业务开展和客户关系。当然，这也是借助监管力量审视自己，是找出问题、除弊兴利的机会。”南开大学金融发展研究院院长田利辉说。
遭深交所现场督导 券商“一哥”中信证券会有啥影响？",财经
"#追风者金融视角好绝# @UNIQ-王一博 @李沁  @王阳0313 主演的#追风者# 用金融视角打开民国题材，不仅为我们带来紧张刺激的观剧体验，同时也让我们关注到当时经济对社会发展的影响，剖析展现出了历史不为人知的另一个侧面。 
微博股票的微博视频
 ",财经
"【#雷军表示绝不会终止造车##雷军用一句话介绍小米SU7#】@雷军 发文称：”‘如何看待苹果终止造车？’过去20多天，这个问题我被问了上百遍。我集中回答：如果是我，绝对不会这么做。‘如何用一句话介绍小米SU7？’这个问题，我问了自己三年时间。我最后的答案：小米SU7的目标就是，50万以内最好看、最好开、最智能的轿车。 “
小米公司的微博视频",财经
"【王健林已累计出售14座万达广场】#万达王健林家族财富缩水72%# 据天眼查APP披露的信息显示，大连万达商业管理集团股份有限公司近日新增一则股权冻结信息。据了解，该股权冻结涉及的金额高达162.05亿元，被执行的企业为大连新达盟商业管理有限公司。通过股权穿透，该公司的实际控制人为王健林，该公司才刚成立两个多月，市场一度认为这是王健林的最新商业布局。
当前，王健林“卖卖卖”的步伐仍未停歇，甚至还加快了出售的节奏。今年3月中旬，天津市蓟州区万达广场商业有限公司发生工商变更，原全资股东大连万达商业管理集团股份有限公司退出，新增北京天鼎琨阳科技有限公司为全资股东。截至目前，万达集团已累计出售14座万达广场。
网页链接",财经
"#中国新能源房地产企业家去年财富缩水不少#【2024胡润全球富豪榜：钟睒睒依然是中国首富！马斯克重登全球首富宝座，霉霉也上榜了……】#宁德时代曾毓群财富缩水900亿元# 胡润研究院3月25日发布《2024胡润全球富豪榜》。共有3279位十亿美金企业家上榜，高于去年的3112位。52岁的埃隆·马斯克以1.67万亿元人民币的财富重登首富宝座。
70岁的钟睒睒以4500亿元连续第四次成为中国首富。全球第21位，下降6位。44岁的黄峥财富比去年增长71%，即1600亿元，是今年中国财富增长最多的企业家，以3850亿元首次晋升为中国第二，上升3位。全球第24位，上升15位。53岁的马化腾财富比去年下降10%，以2500亿元位列中国第三。全球第36位，下降5位。
2024胡润全球富豪榜：钟睒睒依然是中国首富！马斯克重登全球首富宝座，霉霉也上榜了……",财经
"【#Kimi每天获客成本超20万元# #国产大模型开卷长文本#】Kimi爆火，国产大模型突然开始“卷”长文本。接连两日，阿里巴巴、360等互联网大厂相继官宣1000万字、500万字的长文本处理能力，另有消息称，百度也将开放长文本能力，文字范围会在200万-500万。
有AI大模型行业投资人向新浪科技直言，“长文本在技术圈里并不稀奇，并没有想象中那么难”。此前受限于长文本对算力消耗极大且成本较高，导致入局者较少，“资本关注，现在不得不入局开卷”。此外他透露，目前Kimi投放广告的获客成本约在10元，如果算上拉新后用户问答互动产生的算力成本，每个用户的获客成本达到12-13元。根据第三方平台的下载量预估，近一个月来，Kimi在苹果端和安卓端的日均下载量为17805。按此计算，Kimi每天的获客成本将烧掉至少20万元。（新浪科技）
互联网大厂，集体「围剿」Kimi",财经
"【#中国新能源房地产企业家去年财富缩水不少#】#宁德时代曾毓群财富缩水900亿元# 中国的新能源和房地产企业家过去一年财富缩水不少，总部福建的电池制造商宁德时代的曾毓群财富缩水900亿元人民币，万达的王健林缩水800亿元人民币，碧桂园的杨惠妍缩水650亿元人民币。
56岁的曾毓群财富比去年下降34%，以1650亿元位列中国第八。全球第65位，下降28位。宁德时代目前市值7000亿元，较去年同期下跌近4000亿元，但目前仍是创业板市值最大的上市公司。公司业绩表现不俗，去年前三季度营收接近3000亿元，同比增长40%，净利润达到325亿元，增长66%。在《2023胡润世界500强》中，宁德时代排名第98位。#2024胡润全球富豪榜发布#（胡润百富）",财经
"【#2024胡润全球富豪榜发布#：#宁德时代曾毓群财富缩水900亿元# 】#钟睒睒连续四年成为中国首富# 56岁的曾毓群财富比去年下降34%，以1650亿元位列中国第八。全球第65位，下降28位。宁德时代目前市值7000亿元，较去年同期下跌近4000亿元，但目前仍是创业板市值最大的上市公司。公司业绩表现不俗，去年前三季度营收接近3000亿元，同比增长40%，净利润达到325亿元，增长66%。在《2023胡润世界500强》中，宁德时代排名第98位。
2024胡润全球富豪榜发布：钟睒睒连续第四次成为中国首富",财经
"【#小米SU7实车已到店##有销售担忧小米SU7卖得太好产能跟不上#】北京大兴区西红门运通京南园区内，一家以透明玻璃为墙，内堂空旷敞亮的汽车销售门店内，多名保洁人员正在作业，店门口则有一群人因停放的一辆蓝色汽车而聚集。这是3月23日《每日经济新闻》记者探访小米汽车门店时看到的一幕。“我们店已经装修完，现在正在请保洁人员做最后清洁工作。”3月23日，京南运通小米汽车2S店相关负责人告诉记者，3月24日晚间，会有3辆小米SU7到店，为3月25日门店开业接待客户静态品鉴做准备。而门口引人围观的蓝色车辆，则是即将上市的小米SU7实车。“这款车不是到店的展车，是小米汽车工作人员开过来，让店内人员看看实车长什么样，一会儿就要开回工厂。”上述京南运通小米汽车2S店相关负责人对记者说。
“我特别担心，一上来不火，大家都不买。更担心的是，如果大家都来买，这一等要一两年，肯定会被骂惨。”此前，雷军在接受央视新闻采访时称。上述京南运通小米汽车2S店相关负责人也表示，他并不担心小米SU7的销量问题，而是担心如果新车的定价特别有性价比，门店难以承接。“这款车卖得太好的话，怕产能跟不上，会让消费者等太久。”上述京南运通小米汽车2S店相关负责人解释称。（每日经济新闻）#小米SU7在门店开启静态展示#",财经
