content,type
"英超争冠形势目前异常胶着，积分榜上利物浦2分优势领跑，阿森纳第二，曼城第三，三队分差在3分以内。来对比一下利物浦、阿森纳、曼城的英超剩余赛程，大伙儿觉得谁的夺冠概率最大？#曼联0比0阿森纳##利物浦2比1布莱顿#英超
 ",体育
"#法国要求46国派人帮助保奥运安全# 据多家媒体报道，法国询问了46个国家是否愿意提供2000多名警察，以确保今夏巴黎奥运会安全进行，目前已有35个国家做出了积极回应。研究数据显示，32.6万人将持票在塞纳河畔看开幕式，奥运会期间，将有多达1500万的游客来到巴黎。
咪咕体育的微博视频
 ",体育
#国安患病球迷发文致谢# 国安1-0三镇，法比奥倒钩破门。进球后国安球员聚集在一起，将这粒进球送给了一位患病铁杆球迷。今日这位球迷@阳晨小贝 发文致谢：所有鼓励和祝福全部收到，认识你们是我这辈子最大的幸运，祝福所有人健康！平安！幸福！以后天上会出现一颗雪花型的星星保佑大家。 ,体育
"#祝丁俊晖生日快乐# #丁俊晖37岁生日# 今天是@丁俊晖 的37岁的生日。时间过得太快了，叫他小丁仿佛就是昨天的事情。无论历经多少风雨，小丁都在砥砺前行。于荆棘中成长，以热爱赴远方！加油！！
 
丁俊晖
 
新浪台球的微博视频
 ",体育
"#科比复刻冠军戒拍出97万# 据美媒《露天看台》报道，科比@KobeBryant 的2000年总冠军戒指以97.2万美元的价格被拍卖，创造新的NBA历史冠军戒指拍卖纪录。
此前纪录是比尔-拉塞尔1957年的第一枚冠军戒指，于2021年以70.5万美元的价格被拍卖。
NBA
 ",体育
"#巩立姣期待最佳状态迎接巴黎# #巩立姣五战奥运会# @巩立姣 在天津上演2024赛季国内首秀，以19米35斩获女子铅球冠军！巩立姣和功勋教练迪特尔-克拉克重新展开合作，向第五届奥运会发起最后冲击：“希望能够再次突破自己，最后一届奥运会了，要把最好的状态留到巴黎。”加油！
巩立姣
 
咪咕体育的微博视频",体育
"#C罗30岁后34个帽子戏法# 39岁，C罗依然宝刀未老！@CristianoRonaldo 30岁之前的帽子戏法数量——30个，C罗30岁之后的帽子戏法数量——34个！
 #C罗帽子戏法# 
C罗
 
皇马球迷日志的微博视频
 ",体育
"#华裔中锋NCAA40分16篮板# 后生可畏，华裔中锋狂揽40分16篮板！
 华裔中锋扎克-埃迪狂揽40分16篮板，率领普渡大学击败田纳西大学，帮助球队自1980年后首度进入NCAA四强！大家觉得他的选秀前景如何呢~？
NCAA
 
微观篮球的微博视频
 ",体育
"#足协理应处理罚涉案俱乐部# 据@足球报官方微博 报道，中国足球反腐系列案件迎来终审，而相关判决书披露的行贿俱乐部至少超过20家并未公开，中国足协理应除恶务尽，对涉案俱乐部有统一标准的处罚。
还有在整顿过程中主动交代和被查出来的足协工作人员，这些人不加惩处，未来十年，中国足协还可能出现陈永亮这样的惯犯。#足协必须避免下个陈永亮出现#中国足球",体育
"#致敬49岁仍坚守赛场的丘妈# #49岁丘索维金娜获得跳马亚军# 体操世界杯挑战赛安塔利亚站，49岁的@丘索维金娜_Oksana 获得女子跳马亚军。丘妈更新微博：“又一次登上领奖台，内心还是十分开心，感谢大家的支持。”致敬49岁仍坚守赛场的丘妈！
 
四川观察的微博视频
 ",体育
"#谷爱凌极端天气也要滑雪# 真正的风雪无阻！@青蛙公主爱凌 晒出滑雪vlog：“什么鬼天气？”爱凌垂下的两缕头发都结冰了，但她在大风大雪中依然训练不停！
 
谷爱凌
 
咪咕体育的微博视频
 ",体育
"“我在她们身上看到了最纯粹的足球！”是什么样的一群女孩被前中国女足主教练水庆霞称赞？新疆阿克陶县且克村小学2019年开始发展校园女足，2020年入选乡村校园女足扶持计划“追风计划”，获得支持后已经连续3年卫冕全县冠军，去年还获得全国乡村校园女足“追风联赛”西北赛区冠军！“足球是一颗种子，希望足球能带更多女孩实现梦想”，水庆霞表示。#水庆霞说在她们身上看到足球的纯粹##踢足球给女生带来什么# 
中国足球报道的微博视频",体育
"#梁靖崑多拍强攻获评最佳# WTT仁川冠军赛落下大幕，国乒包揽双冠。在男单决赛中，梁靖崑4-1战胜雨果-卡尔德拉诺，夺得男单冠军！这回合多拍强攻获评收官日最佳球，再来欣赏一下~ 
 #WTT仁川冠军赛2024# 
梁靖崑
 
纵情球场的微博视频
 ",体育
"#数据预测利物浦英超夺冠# 英超上演两场争冠焦点战：曼城0-0战平阿森纳，利物浦2-1逆转布莱顿。OPTA给出最新英超夺冠概率，你看好谁夺冠？
利物浦——47.71%
曼城——33.53%
阿森纳——18.76%#曼城0比0阿森纳# #利物浦2比1布莱顿# 
英超
 ",体育
"#勇士战胜马刺# #库里33分# NBA常规赛，勇士在客场以117-113险胜马刺，成功取得4连胜。库里33分8助攻，追梦21分6篮板11助攻6抢断；马刺队3连胜遭终结，#文班亚马32分# 9篮板5助攻4抢断3封盖。
NBA
 
NBA的微博视频
 ",体育
"#姆巴佩晒背影照# #马赛0比2巴黎圣日耳曼# 法甲第27轮，巴黎客场2-0击败马赛。姆巴佩65分钟被换下，下场后径直走回更衣室。赛后，姆巴佩更新Instagram，晒出自己的背影照，并没有配上任何文字。
姆巴佩
 
ShellieMayNn的微博视频
 ",体育
"#文班亚马将球扔向观众席被罚款# 文班亚马的第一张罚款单来了，@NBA 官方宣布，文班亚马因在对阵尼克斯的比赛结束后将球扔向观众席，被罚款25000美元。
马刺
 
微观篮球的微博视频
 ",体育
"#迈阿密赛辛纳夺冠# #辛纳世界排名升至第二# 迈阿密大师赛男单决赛，辛纳6-3/6-1战胜迪米特洛夫，夺得生涯第二个大师赛冠军！这是他本赛季第3冠、职业生涯第13冠！同时排名创新高，来到世界第二，距离德约科维奇仅差1015分。视频@懒小赖网球 
网球
 
懒小赖网球的微博视频
 ",体育
"#詹姆斯为自己戴上王冠# 生涯单场三分纪录，赛季单场得分纪录！詹姆斯40分7篮板5助攻，在全场欢呼声中做出招牌的头戴皇冠手势！👑#詹姆斯40分# 
NBA
 
洛杉矶湖人的微博视频
 ",体育
"#皇马2比0毕尔巴鄂竞技# #罗德里戈梅开二度# 西甲第30轮，皇马主场迎战毕尔巴鄂。上半场，罗德里戈远射破门打破自己50天的进球荒；下半场，罗德里戈完成双响。皇马2-0毕尔巴鄂，三连胜积75分，以8分优势领跑西甲！毕尔巴鄂56分第四。
皇马
 
皇马球迷日志的微博视频
 ",体育
"#湖人战胜篮网##詹姆斯40分# NBA常规赛，湖人116-104战胜篮网。詹姆斯杀疯了，全场出战37分钟，17投13中，三分球10中9，爆砍40分7篮板5助攻！
詹姆斯
 
NBA的微博视频
 ",体育
"#掘金29分大胜骑士# #掘金提前锁定季后赛# 掘金130-101大胜骑士，提前锁定季后赛席位！约基奇26分18篮板16助攻超级三双！
掘金目前52胜23负，仅剩7场领先第7太阳8.5个胜场。上赛季掘金在常规赛取得53胜29负，最终在总决赛击败热火夺得队史首座总冠军奖杯。#约基奇26分18篮板三双# 
NBA
 
微观篮球的微博视频",体育
"#利物浦2比1布莱顿# 英超第30轮，利物浦主场迎战布莱顿。上半场，维尔贝克2分钟闪击，迪亚斯扳平；下半场，萨拉赫反超比分，麦卡利斯特妙传助攻。利物浦2-1逆转布莱顿。利物浦积67分先赛升至榜首，以3分优势领跑！
利物浦
 
利物浦足球俱乐部的微博视频
 ",体育
"#曼城0比0阿森纳# 英超第30轮焦点战，曼城主场迎战阿森纳。阿克伤退，哈兰德、特罗萨德失良机。最终，全场比赛结束，双方握手言和，曼城0-0阿森纳。积分榜方面，利物浦2分优势领跑，阿森纳第二落后榜首2分，曼城第三落后榜首3分。
英超
 
343三四三的微博视频
 ",体育
"#新疆男篮大胜吉林男篮# 新疆男篮主场147-107大胜吉林男篮。阿不都沙拉木全场比赛拿下20分11篮板10助攻的数据拿下三双，齐麟28分，吴冠希27分；吉林男篮皮特森21分。#阿不都沙拉木三双#  
咪咕篮球的微博视频
 ",体育
"#利物浦2比1布莱顿# 利物浦2-1逆转布莱顿，迪亚斯和萨拉赫破门，获胜的利物浦升至积分榜首位 
英国足球那点事的微博视频
 ",体育
#49岁丘索维金娜获跳马亚军# 体操世界杯挑战赛安塔利亚站，49岁的@丘索维金娜_Oksana 获得女子跳马亚军！ ,体育
"#曼城vs阿森纳首发##曼城vs阿森纳# 
23:30，今夜谁能赢？ 
 
网页链接
 ",体育
"焦点战#曼城vs阿森纳首发#出炉，哈兰德、哈弗茨、萨卡首发出战，你看好谁能全取三分？
曼城首发：18-奥尔特加、24-格瓦迪奥尔、6-阿克、3-迪亚斯、25-阿坎吉、17-德布劳内、8-科瓦西奇、16-罗德里、20-B席、47-福登、9-哈兰德
阿森纳首发：22-拉亚、15-基维奥尔、6-加布里埃尔、2-萨利巴、4-本-怀特、20-若日尼奥、41-赖斯、8-厄德高、29-哈弗茨、7-萨卡、9-热苏斯#曼城vs阿森纳#",体育
"#梅州客家1比2浙江队# 下半场开局奥乌苏进球，2分钟后鲁尼为梅州客家扳平，74分钟粱诺恒头球破门帮助浙江队客场带回3分 
咪咕足球的微博视频
 ",体育
"#CBA季后赛晋级球队确定# 随着山西男篮战胜天津男篮、同曦男篮不敌辽宁男篮，本赛季晋级CBA季后赛的12支球队已经确定：辽宁、浙江、新疆、广东、广厦、上海、深圳、青岛、北控、北京、广州、山西 
咪咕篮球的微博视频
 ",体育
"#山东泰山0比3上海申花# 特谢拉梅开二度，徐皓阳替补登场打进世界波，上海申花3-0击败山东泰山，取得三连胜 
咪咕体育的微博视频
 ",体育
"#徐皓阳世界波破门# 徐皓阳替补登场2分钟世界波破门，申花已经3-0领先 #鲁沪大战##山东泰山vs上海申花# 
咪咕体育的微博视频
 ",体育
"#崔永熙空接暴扣# 跳的真高！崔永熙空切接布朗妙传完成空接暴扣 #广东男篮vs广州男篮# 
咪咕篮球的微博视频
 ",体育
"#山东泰山半场0比2上海申花# 特谢拉梅开二度，上半场上海申花2-0领先山东泰山 #鲁沪大战##山东泰山vs上海申花# 
咪咕体育的微博视频
 ",体育
"#山东泰山vs上海申花# 特谢拉再次单刀破门，申花已经2-0领先 #特谢拉梅开二度# 
咪咕体育的微博视频
 ",体育
"#山东泰山vs上海申花#开场4分钟，#特谢拉单刀破门#，申花1-0领先 
咪咕体育的微博视频
 ",体育
"#孙颖莎希望下一站有更好发挥# @孙颖莎 赛后采访：和王曼昱非常熟悉，今天决赛自己还是全力以赴去拼；希望下一站澳门世界杯会有更好的发挥，感谢大家来现场支持我们！#孙颖莎WTT冠军赛三冠王##仁川赛孙颖莎女单夺冠# 
咪咕体育的微博视频
 ",体育
"#梁靖崑感谢国乒集体# 梁靖崑赛后采访：感谢国乒集体，他们也来给我加油，也感谢在场球迷来给我加油；希望下次大家继续为中国乒乓球队加油！#梁靖崑4比1雨果##仁川赛梁靖崑男单冠军# 
咪咕体育的微博视频
 ",体育
"#西班牙赛程星张驰混双亚军##2024西班牙羽毛球大师赛#混双决赛，程星/张驰 21-17、12-21、13-21 里瓦尔迪/门塔里，获得亚军 
小星星侃大山的微博视频
 ",体育
"#山东泰山vs上海申花首发#公布，克雷桑首发出战，双外援PK四外援 #鲁沪大战# 
山东泰山首发：14-王大雷、2-童磊、5-郑铮、11-刘洋、20-廖力生、23-谢文能、25-彭欣力、29-陈蒲、9-克雷桑（F）、10-卡扎伊什维利（F）、24-毕津浩
上海申花首发：30-鲍亚雄、4-蒋圣龙、5-朱辰杰、16-杨泽翔、6-阿马杜（F）、10-特谢拉（F）、13-马纳法（F）、14-谢鹏飞、15-吴曦、17-高天意、9-安德烈-路易斯（F）#山东泰山vs上海申花# ",体育
"#国乒包揽仁川冠军赛双冠#女单冠军：孙颖莎
男单冠军：梁靖崑
女单亚军：王曼昱
恭喜国乒在WTT仁川冠军赛收获两冠一亚！ ",体育
"#梁靖崑4比1雨果##仁川赛梁靖崑男单冠军##WTT仁川冠军赛2024#男单决赛，梁靖崑4-1战胜雨果·卡尔德拉诺，夺得男单冠军！五局比分为11-6/6-11/11-8/11-7/11-5！ 
咪咕体育的微博视频
 ",体育
"#长春亚泰0比1天津津门虎##孔帕尼奥点球破门#，津门虎客场1-0击败亚泰，取得两连胜 
咪咕体育的微博视频
 ",体育
#WTT仁川冠军赛2024#男单决赛#梁靖崑vs雨果#，梁靖崑11-6先下一局，大比分1-0领先 ,体育
#孙颖莎WTT冠军赛三冠王# WTT仁川冠军赛女单决赛，孙颖莎4-0王曼昱夺冠！这也是孙颖莎在WTT冠军赛夺得的第三冠 #仁川赛孙颖莎女单夺冠##孙颖莎4比0王曼昱# ,体育
"#仁川赛孙颖莎女单夺冠##孙颖莎4比0王曼昱##WTT仁川冠军赛2024#女单决赛，@孙颖莎 4-0战胜@王曼昱 ，夺得女单冠军！四局比分为11-7/11-5/11-4/11-4 
咪咕体育的微博视频
 ",体育
#长春亚泰vs天津津门虎#上半场最后时刻，津门虎获得点球，孔帕尼奥冷静将球罚进，津门虎1-0领先 #孔帕尼奥点球破门# ,体育
#WTT仁川冠军赛2024#女单决赛#孙颖莎vs王曼昱#开始，谁能成为最终的冠军？ ,体育
"#姚明定义中国男篮领袖的标准# 如何成为一支球队的领袖？姚明表示：你无法在一支常年失败的队伍里找到领袖，能否在决定性胜利里做出决定性贡献，是他评判领袖的标准。#于嘉对话姚明##过去的夏天# 
央视体育的微博视频
 ",体育
"#麦迪想去村BA打球# 随着2024年“村BA”球王争霸赛正式开赛，越来越多人被村BA的魅力所吸引。昨晚，杭州，正在中国行的NBA传奇球星麦迪在直播中表示:“听说巴特勒去那打过球，自己也很想参加”希望麦迪村BA之旅早日实现！
中国网直播的微博视频
 ",体育
"杜兰特在个人社交平台发文解释自己为什么单身：
1.我总是过度思考
2.我太在乎对方
3.我是那种安全型的人，给我发信息，告诉我你到家了，祝你晚安的那种人
4.我能量感十足
5.我全心全意对待那些不回报我的人
6. 我愿意为我爱的人做任何事，即使在这过程中我会受到伤害
7. 我总是在一段关系里需要保证和承诺
8. 如果我对你付出了很多，却没有感受到回报时我会放手
9. 我喜欢老派浪漫，但现在这个时代已经没人懂了#杜兰特解释单身原因#",体育
#中国三人男篮无缘亚洲杯四强##中国三人男篮不敌澳大利亚# 2024年三人篮球亚洲杯，在三人男篮1/4决赛，中国队以15-21败下阵来止步八强，中国三人男女篮均是无缘四强。#中国男篮# ,体育
"#姚明寄语男篮国家队##姚明说要敢于去犯错# 在过去的夏天纪录片中，于嘉提问姚明“你希望从新的国家队集结的时候看到一些什么？”姚明直言：“敢于去犯一些错误。（因为）当你连错都不敢犯的时候，是没有希望的。”
网易体育频道的微博视频
 ",体育
"#泰国举重世界杯今日开赛##2024年泰国举重世界杯#将于3月31日至4月11日举行，中国举重队备战巴黎奥运会的重点选手全部参赛。
男队：李发彬、谌利军，田涛、李大银、丁红杰、石智勇、刘焕华
女队：侯志慧、蒋惠花，罗诗芳、裴鑫依，汪周雨、梁小梅、廖桂芳、李雯雯 
中国国家举重队的微博视频
 ",体育
#国足仅武磊一人身价超100万欧# 德国转会市场网站于近日更新了球员身价，亚洲方面，身价100万欧元以上球员从去年6月的189人，上升到现在的226人，这也反映出亚洲足球整体实力有了明显进步。226人中，日本球员数量最多，达到了83人，占比36.72%。中国球员则只有1人，那就是武磊，最新身价120万欧元。 ,体育
"#雨果赞马龙达成所有成就#晋级仁川站决赛后，雨果在赛后的采访中谈到了马龙、樊振东以及梁靖崑，赞扬樊振东是伟大的选手，想赢下樊振东很不容易，必须持续保持专注以及变化。雨果还谈到上次赢樊振东也是在韩国，这对他而言有特别的意义。
同时雨果称赞马龙达成了所有成就，是伟大的选手，并且非常期待与梁靖崑的决赛。#WTT仁川冠军赛2024# 
界外编辑部的微博视频",体育
#吴易昺复出首胜# ATP250休斯顿资格赛，持外卡出战的@吴易昺 6-4、6-4击败7号种子塔布尔，取得自去年美网以来的首场胜利，决胜轮他将对阵4号种子、哈萨克斯坦选手叶维谢耶夫。 ,体育
"很多运动员在采访中表达不关心舆论，姚明则认为：应该鼓励球员多看多听，这样会使那些真正优秀的球员更快地成长起来。#于嘉对话姚明##姚明鼓励球员多看多听##过去的夏天#央视体育的微博视频
 ",体育
在这个春天，洞洞鞋与你一同探索美好时光的开始。在这个充满活力的季节里，让洞洞鞋陪伴你走过每一个愉快的时刻。#洞门玩出花# ,体育
#孙颖莎彻底打服日本一号##日本一号说赢孙颖莎的几率为0# 昨天进行的WTT仁川冠军赛，日本女乒一号早田希娜2-3再次输给孙颖莎，吞下对阵孙颖莎的14连败。早田希娜感慨：“到了真正的王牌对决，我才感到自己的力不从心，孙颖莎是真正的女王，赢孙颖莎的几率是0。我怎么才能接近比我高三个级别的孙颖莎呢？球的轨迹、接球的方式，还有心态都不一样。”,体育
#中国三人女篮不敌蒙古##中国三人女篮无缘亚洲杯四强# 2024年三人篮球亚洲杯1/4决赛，中国三人女篮在少一人的情况下，以7-20不敌蒙古，遗憾止步八强出局。#中国女篮# ,体育
"杜兰特在雷霆主场被球迷狂嘘，有网友发推称，到现在都没人尊重杜兰特的冠军，杜兰特也没有能称之为第二故乡的城市，这对他来说太糟糕了。
杜兰特则回复：我去哪里哪里就是家（I’m at home everywhere I go）。#杜兰特说自己四海为家##未来高手追高有一手#  ",体育
#C罗发文庆祝帽子戏法#利雅得胜利5-1塔伊，C罗@CristianoRonaldo 下半场连入三球完成帽子戏法！赛后C罗在社媒晒照发文：不可思议的胜利，又是一个帽子戏法!#39岁C罗射手榜第一##利雅得胜利5比1塔伊# ,体育
"#WTT仁川冠军赛今日收官#今日赛程：
16:00 女单决赛：孙颖莎🆚王曼昱
17:00 男单决赛：梁靖崑🆚雨果·卡尔德拉诺#WTT仁川冠军赛2024# ",体育
"#钟楼半马秒变万人接亲队#常州钟楼半程马拉松浪漫一幕——万名跑者遇到新婚夫妻，赛道上的跑者边跑边送祝福，新人手提喜糖挨个发。
 
围观体坛的微博视频
 ",体育
"意甲第30轮#拉齐奥1比0尤文图斯#拉齐奥1-0击败尤文图斯！尤文图斯在最近的9轮意甲联赛中只在对阵升班马弗罗西诺内时凭借鲁加尼的补时绝杀拿到了1场胜利，获得的积分只有7分。#佛罗伦萨1比2AC米兰#AC米兰客场2比1力克佛罗伦萨，取得联赛4连胜。#莱奥传射建功# &俱乐部第200次出场，奇克破门。  
网页链接",体育
"#蒙克将缺席4至6周# #蒙克右膝副韧带扭伤# 据ESPN报道，国王后卫蒙克遭遇右膝内侧副韧带扭伤，预计将缺席四至六周。
蒙克正在打出生涯的最佳赛季，作为最佳第六人的热门人选，他本赛季为国王出战72场比赛，场均砍下生涯新高的15.4分5.1次助攻以及2.9个篮板。
NBA的微博视频
 ",体育
"#巴萨1比0拉斯帕尔马斯# 西甲第30轮，巴萨1比0十人拉帕。对手半场被罚下一人，下半场第第59分钟，菲利克斯带球突破送助攻，拉菲尼亚头槌破门！巴萨1-0赢球。#拉菲尼亚破门#猫狗体育Pro的微博视频
 ",体育
"#斯坎迪奇晋级意甲4强#意甲女排联赛1/4决赛第二回合，斯坎迪奇25-18、26-24、25-17战胜瓦莱福里亚，总比分2-0淘汰对手晋级四强。@女排朱婷ZT 17扣10中4拦得到14分！#朱婷意甲14分# 
咪咕体育的微博视频
 ",体育
"#吴艳妮说自己不是网红#在接受@广州日报 采访时，吴艳妮很认真地表示，完全不认同“网红”的身份，“别人叫我网红，我内心是完全不能接受的。”
吴艳妮表示：“我是一名运动员，我练100米栏是想让人们知道，跨栏不是只有男子110米栏，也有女子100米栏，这是我的初心。每个运动员的目标就是参加奥运会，我用自己的硬实力达成了目标，达标参加奥运会。”
“我就是一名运动员，如果非要给我一个称谓，那就是一名有实力的女子跨栏运动员，因为这是我通过努力达到的。”#吴艳妮拒绝网红标签#圈内漂流瓶的微博视频",体育
"两场德甲27轮焦点战#勒沃库森2比1霍芬海姆##勒沃库森39场不败#勒沃库森主场2-1绝杀战胜霍芬海姆，赛季39场不败，积73分继续领跑德甲积分榜，领先少赛一场的拜仁13分。
德国足球甲级联赛的微博视频#拜仁0比2多特蒙德#拜仁主场0-2多特，近12场国家德比首次输球，拜仁剩7轮落后药厂13分。 ",体育
"英超第30轮两场焦点#切尔西2比2伯恩利#切尔西两度领先被两度追平，最终切尔西主场2比2战平伯恩利，联赛5轮不败。#热刺2比1卢顿##孙兴慜绝杀#热刺2比1逆转卢顿升至第4，上半场陈达毅闪击破门，下半场卡博雷乌龙球，孙兴慜破门反超。
英国足球风向标的微博视频
 ",体育
"#布伦特福德1比1曼联# 英超第30轮，曼联客场1比1战平布伦特福德，上半场伊万-托尼中柱，赞卡头球击中横梁，下半场伊万-托尼破门被吹，姆贝莫射门击中横梁，补时阶段芒特破门，阿耶尔读秒绝平，最终布伦特福德1-1曼联。#芒特曼联处子球#猫狗体育Pro的微博视频
 ",体育
"#C罗帽子戏法##利雅得胜利5比1塔伊#沙特联第25轮，利雅得胜利5-1塔伊。C罗下半场连入三球完成帽子戏法！这是39岁的@CristianoRonaldo 职业生涯第64次帽子戏法,目前，C罗联赛打入26球9次助攻，位居射手榜第一，助攻榜第二。
C罗
 
直播吧的微博视频
 ",体育
"#上海男篮战胜福建男篮# 上海男篮在客场98-90战胜福建男篮。数据方面，王哲林出战4分钟拿下9分，培根30分，李弘权16分；福建队邹阳22分，梅克26分。
咪咕篮球的微博视频
 ",体育
"#武磊说孙兴慜进球后不该挑衅球迷# @武磊7 接受央视《足球之夜》采访，采访中他向记者透露了世预赛主场战韩国时，与进球后的孙兴慜交涉的内容。
央视解说语：他（武磊）说和韩国队比赛时，他和孙兴慜说的是：“作为一名世界级球员，你不应该在进球后，面对我们的球迷，做出有挑衅意味的庆祝动作。”
去年11月21日，世预赛亚洲区第二阶段C组第2轮，中国vs韩国。孙兴慜打进第一球后朝中国球迷看台作闭嘴手势，武磊当即与他交涉理论。",体育
"#梁靖崑说马龙一直是榜样# 梁靖崑赛后：龙哥（马龙）一直是学习的榜样，今天比赛我做了很多准备，也打出了精彩的比赛；明天决赛希望拿出最好的水平！#仁川赛梁靖崑进决赛##梁靖崑4比3马龙# 
咪咕体育的微博视频
 ",体育
"#王曼昱说很渴望拿到冠军# @王曼昱 晋级决赛后接受采访：每次跟梦姐打比赛都抱着全力去拼的心态，今天也打出了很多精彩球；打进决赛，很渴望拿到冠军，明天的比赛会尽全力，做好自己！#王曼昱孙颖莎女单争冠##王曼昱4比2陈梦# 
咪咕体育的微博视频
 ",体育
"#王曼昱4比2陈梦##王曼昱孙颖莎女单争冠##WTT仁川冠军赛2024#女单半决赛，王曼昱4比2战胜陈梦，将和孙颖莎争夺冠军，六局比分为11-5/13-15/7-11/11-4/11-7/11-3 
咪咕体育的微博视频
 ",体育
"#上海海港3比1河南队# 河南队门将失误，武磊补射破门，科维奇扳平比分；张琳芃头球破门、巴尔加斯远射锁定胜局，上海海港主场3-1战胜对手 
咪咕体育的微博视频
 ",体育
#张琳芃头球破门##上海海港vs河南队# 89分钟，张琳芃头球破门，上海海港2-1领先河南队 ,体育
"#王曼昱陈梦超级球# 高质量女单对决，#王曼昱vs陈梦#双方超级对拉不容眨眼！#WTT仁川冠军赛2024# 
咪咕体育的微博视频
 ",体育
"#青岛西海岸1比0青岛海牛# 凭借里亚斯克斯的进球，青岛西海岸主场1-0战胜青岛海牛 
咪咕体育的微博视频
 ",体育
"#河南队门将失误# 河南队门将上演巨大失误，武磊补射破门，海港1-0领先 #武磊补射进球##上海海港vs河南队#  
咪咕体育的微博视频
 ",体育
"#成都蓉城1比0南通支云# 韦世豪策动进攻，南通支云门将出击失误，周定洋推射空门帮助成都蓉城拿下本场比赛，成都蓉城主场2连胜，南通支云开赛3轮不胜。 
咪咕体育的微博视频
 ",体育
"#梁靖崑4比3马龙##仁川赛梁靖崑进决赛##WTT仁川冠军赛2024#男单半决赛，梁靖崑4-3力克马龙，晋级决赛对阵雨果，七局比分为11-5/11-8/11-13/5-11/8-11/11-6/11-7 
咪咕体育的微博视频
 ",体育
#艾克森替补登场# 还有不到10分钟时间，艾克森替补登场了！#艾克森赛季首秀##成都蓉城vs南通支云# ,体育
"#马龙梁靖崑高质量对决##马龙vs梁靖崑#板板都是高质量，球球都是神仙球！#WTT仁川冠军赛2024# 
咪咕体育的微博视频
 ",体育
#上海海港国脚TIFO# 上海海港球迷展示自己球队的国脚TIFO，表达了队球员的支持！#上海海港vs河南队# ,体育
#里亚斯科斯破门# 第28分钟，里亚斯克斯门前二连击，帮助西海岸打破僵局 #青岛西海岸vs青岛海牛# ,体育
"#成都蓉城半场1比0南通支云# 周定洋进球帮助成都蓉城领先进入下半场 #成都蓉城vs南通支云# 
咪咕体育的微博视频
 ",体育
"#孙颖莎4比0王艺迪##孙颖莎晋级仁川赛决赛##WTT仁川冠军赛2024# 女单半决赛，孙颖莎4-0战胜王艺迪晋级决赛，四局比分为11-9/11-9/12-10/11-7 
咪咕体育的微博视频
 ",体育
"#青岛德比氛围# 2024赛季中超联赛“青岛德比”首回合较量正式打响，主场球迷用红色烟火迎接德比！#青岛西海岸vs青岛海牛# 
咪咕体育的微博视频
 ",体育
"#中国三人男篮战胜新加坡# FIBA3x3亚洲杯，中国三人男篮21-15战胜东道主新加坡队，中国队小组赛1胜1负排名第二晋级。8强战中中国队将对阵澳大利亚队 #三人男篮亚洲杯# 
FIBA3x3的微博视频
 ",体育
"#樊振东2比4雨果##仁川赛樊振东止步半决赛##WTT仁川冠军赛2024#男单半决赛，樊振东2-4不敌雨果，止步半决赛，六局比分为6-11/8-11/9-11/11-6/11-8/5-11 
咪咕体育的微博视频
 ",体育
"#上海海港vs河南队首发#  中超第三轮，上海海港vs河南队，首发出炉，武磊先发出战
上海海港首发：1-颜骏凌、3-蒋光太、5-张琳芃、18-奇塔迪尼（F）、19-王振澳、20-杨世元、31-鲍世蒙、10-巴尔加斯（F）、11-吕文君、7-武磊、27-冯劲
河南首发：26-徐嘉敏、2-刘易鑫、13-徐浩峰、24-李松益、36-迈达纳（F）、8-德尼奇（F）、22-黄锐烽、40-纳萨里奥（F）、10-黄紫昌、11-阿奇姆彭（F）、20-科维奇（F）#上海海港vs河南队#",体育
"#青岛西海岸vs青岛海牛首发# 中超第三轮，青岛西海岸vs青岛海牛，首发出炉：
青岛西海岸首发：1-季家葆、3-赵宏略、5-刘谱锦、6-葛振、33-哈罗扬（F）、14-冯刚、23-爱德华多（F）、9-里亚斯克斯（F）、10-内尔松卢斯（F）、11-阿兰、39-雷文杰
青岛海牛首发：28-牟鹏飞、3-刘军帅、4-米洛维奇（F）、16-李海龙、24-许东、8-马兴煜、18-王子豪、30-钟晋宝、10-康瓜（F）、11-博阿基耶（F）、17-胡靖航#青岛西海岸vs青岛海牛#",体育
#孙颖莎复刻马龙神仙球##孙颖莎逆天手感# 孙颖莎3-2淘汰早田希娜，比赛中，孙颖莎手感绝妙，屡次打出超级球，其中得分后头也不回的一幕，和马龙此前在兰州站中打出的神仙球有异曲同工之妙 #孙颖莎3比2早田希娜# ,体育
"#国安队将进球送给患病球迷# 今天国安队取得进球后，全队将进球献给了一位多年来一直支持国安的患病铁杆球迷。#武汉三镇0比1北京国安# 
咪咕体育的微博视频
 ",体育
"#武汉三镇0比1北京国安# 凭借法比奥的精彩倒钩破门，国安客场1-0击败三镇 #法比奥倒钩# 
咪咕体育的微博视频
 ",体育
"#法比奥倒钩# 打破僵局！法比奥精彩倒钩破门，国安1-0领先 #武汉三镇vs北京国安# 
咪咕体育的微博视频
 ",体育
"#WTT仁川冠军赛2024#半决赛赛程：
18:00 @樊振东 vs@雨果·卡尔德拉诺 
18:45 @孙颖莎 vs王艺迪@迪214 
19:30 马龙@captain龙 vs梁靖崑
20:15 @陈梦-乒乓球 vs@王曼昱  #国乒包揽仁川赛女单四强# ",体育
"#武汉三镇半场0比0北京国安# 半场双方均无建树，两队共计0射正 
咪咕体育的微博视频
 ",体育
