content,type
"#郑元畅不知道唐禹哲有两个小孩##郑元畅 他的新闻不在我的世界里# 据台媒，郑元畅近日在采访时被问“唐禹哲还是你的好朋友吗”，他表示很久没有联系了，也没看到唐禹哲有两个小孩的新闻，记者：“他已经不在你的世界里了？”郑元畅：“他的新闻不在我的世界里，但他还是在我的世界里啊！” 
新浪娱乐的微博视频",娱乐
#何厚华告别仪式##翁虹巫启贤等送别何厚华# 据台媒，著名作词人何厚华鼻咽癌病发离世。31日，告别仪式举行，翁虹、巫启贤等前来送别，孙耀威送花篮感谢恩师的栽培。巫启贤致辞表示：“厚华的为人像一道初春的阳光，不是那么的耀眼，但打在你的身上让你拒绝不了，总是让人感觉到不温暖，他给大家带来的是刚刚好的温柔，他连骂人都是温柔的。” ,娱乐
"#服部平次 接吻应激障碍# 《名侦探柯南》特别篇结尾：服部平次自从上次和怪盗基德差点亲上，好像患了接吻应激障碍，在图书馆做噩梦，梦到和和叶亲亲的时候，和叶秒变基德😱网友辣评：没事服部，到时基德再帮你还给和叶，#小哀是有经验的#啊啊啊啊！ 
新浪娱乐的微博视频
 ",娱乐
"#王一博爆发力##追风者23集 哭死了# 《#追风者#》余志英在发布会上颠倒黑白，甚至把散播假币的罪名嫁祸到黄包车夫身上。魏若来大骂着冲上前去辩驳，被沈图南叫人拉走。魏若来挣开束缚质问沈图南：“你让我记住的誓言呢？你都忘了吗？先生！” 
新浪娱乐的微博视频
 ",娱乐
"【0-8时要闻回顾】#刘诗诗短发齐刘海旧照#网页链接#蔡徐坤ins#晒胡子照
网页链接#杨幂卡点微博#为粉丝团庆生
网页链接
鞠婧祎愿意为了角色扮丑
网页链接
祝绪丹是有驾照的人了
网页链接",娱乐
"#保罗沃克弟弟听林俊杰弹唱哭了##林俊杰弹唱see you again# 昨晚@林俊杰 演唱会，保罗·沃克的弟弟科迪·沃克来到现场，JJ特别弹唱了《速度与激情7》主题曲《see you again》，弟弟听到眼眶湿润🥹 
新浪娱乐的微博视频
 ",娱乐
#唐鹤德希望今天是复活节# 4月1日是#张国荣#逝世21周年。凌晨，唐鹤德在社交平台分享了一段张国荣戏里的台词片段：“我什么也不想要，我只要你留下来”，他写道：“今天是复活节，真的吗？”😭@袁咏仪靓靓 @古巨基LeoKu 晒出与哥哥的合照、哥哥的旧照，送上🌹和思念。 ,娱乐
"【17-24时要闻回顾】#迪丽热巴方辟谣看林俊杰演唱会#网页链接#李艺彤祝福陆婷#结婚怀孕
网页链接#金智媛ins更新#网页链接#霍思燕画的杜江#好甜
网页链接
陈冠希携妻女日本野餐
网页链接
 ",娱乐
"#庞博回应和徐志胜经纪人同名##庞博澄清不是徐志胜经纪人# 《今晚开放麦》@庞博pangbobo 回应@徐志胜1995 经纪人也叫庞博一事，表示只是同名，对方是个女孩，自己还见过。@岳云鹏 说不如不要澄清，庞博称：“我是想这么操作来着，但是志胜不同意”，“因为对他来说困扰大一些，真的有活找不着他了”。 
新浪娱乐的微博视频",娱乐
"#Ahyeon说中文好标准##Ahyeon中文发音# Babymonster成员Ahyeon（郑雅譞）在出道直播里用中文发言：“观众朋友们，大家好，我是AHYEON。我们的新专辑BABYMONSTER即将发行，这是我们第一次发行的专辑，我们团队的每个成员都非常努力，精心准备的专辑，请大家多多关照哦～我爱你们！”这发音你打几分？#babymonster直播# 
新浪娱乐的微博视频",娱乐
"#单依纯抒情版想你时风起##单依纯想你时风起开麦好稳# 20240331，单依纯在《QQ音乐巅峰盛典》带来《想你时风起》，歌声通透婉转，柔情似水，听她唱这首歌好像真的能感受到有风吹来。怎么现场比音源还稳呀！#阿乐i舞台# 
新浪娱乐的微博视频
 ",娱乐
"#姜涛被围Jeremy怒喊粉丝让路# 近日，香港男团MIRROR成员姜涛、Jeremy、Stanley三人活动结束，在停车场被粉丝围得水泄不通，Jeremy黑脸走在最前，Stanley被堵在车旁面露惊恐，姜涛在最后难以前行，Jeremy回身怒喊粉丝：“可不可以让条路？”众多粉丝表示头一次见到“乖仔”人设的Jeremy发脾气引热议。 
新浪娱乐的微博视频",娱乐
"#宋仲基梦回文森佐##宋仲基眼泪女王# 《眼泪女王》宋仲基登场了，并在剧中饰演海仁的离婚律师“文森佐”！黑西装，黑皮鞋，气场两米八，和海仁女王一起走进办公室，贤佑看到之后直接脑补一场枪战大戏。真是一场酣畅淋漓的梦幻联动啊！
 #金智媛宋仲基三搭#新浪娱乐的微博视频
 ",娱乐
"#刘嘉玲回应欺负梁朝伟##刘嘉玲回应梁朝伟不染发的原因# 《嘉人自友约》@劉嘉玲 回应被说”欺负“@梁朝偉 ：“很冤枉的，这个是外面人的看法。”还解释梁朝伟不染头发的原因，和叶童相同：“他说我为什么要去做你们心中的梁朝伟，我就是要做我自己，我现在就是在这个年龄阶段了。” 
新浪娱乐的微博视频",娱乐
#保姆直播回应汪小菲未婚妻怀孕##汪小菲未婚妻疑似怀孕#？ 近日，@汪小菲 家保姆小杨阿姨在直播中被问到关于汪小菲未婚妻Mandy怀孕的话题，保姆称：“筱梅一定要生，生几个我带几个。”网友继续追问Mandy是否已经怀孕时，保姆没有正面回答：“有些事情不方便说。”被网友怀疑Mandy已经怀孕。 ,娱乐
#陆婷怀孕##陆婷宣布结婚怀孕# 31日，前SNH48成员@_陆婷_LT 发文宣布自己今年结婚并已怀孕的好消息，“我很少分享自己的私人感情生活，但作为一名退役的前爱豆还是要给一路爱我，默默关心我的粉丝朋友们一个交代。“陆婷于2020年获得年度总决选第二名，于21年从SNH48毕业。 ,娱乐
#陈乔恩晒照纪念结婚两周年##陈乔恩艾伦结婚两周年# 31日，@陈乔恩 晒出与老公艾伦的合影庆祝结婚两周年纪念日：“Happy 2nd wedding anniversary hubby”。两人2019年因录制《女儿们的恋爱》相识，从节目中走到现实，两年了还是恩爱如初，祝福！ ,娱乐
"【8-17时要闻回顾】#林俊杰发文感谢赵露思#网页链接#胡军带儿子康康聚餐#网页链接#韩素希博客吐槽柳俊烈#网页链接
赵奕欢疑似回应节目争议
网页链接
 #林志颖近期状态#网页链接
 ",娱乐
#旧爱浪# 2019年《阿斯达年代记》，宋仲基饰演银蟾，他是瓦韩族接受蓝色彗星之息的预言之子。 ,娱乐
"#阿乐今日问#： 让你#期待值拉满的待播现偶#是？ 
 
网页链接
 ",娱乐
#西野七濑山田裕贵宣布结婚# 据日媒，山田裕贵（33）与原乃木坂46成员西野七濑（29）宣布结婚。据悉，两人已经提交了结婚申请，西野七濑没有怀孕，今后也将继续演艺活动。他们在结婚发表中写道：“希望能和大家一起走在对任何人来说都感到幸福的世界中，今后也请您一如既往地支持。”恭喜！ ,娱乐
"#孙艺珍晒与玄彬婚纱照纪念结婚两周年##孙艺珍发新婚纱照纪念结婚两周年# 3月31日是#玄彬孙艺珍结婚两周年#纪念日，孙艺珍在ins上晒出与玄彬未公开婚纱照。两人对镜微笑，十分养眼般配。要永远幸福呀！
 ",娱乐
"#纪凌尘认为分手舆情影响他接戏##宁静 谁找你演二愣子#《#无限超越班#》@纪凌尘chan 说因为之前的舆论导致没戏拍，自己没有流量，知名度不够，观众缘也不好。郝蕾觉得他是因为实力不够。@宁静：“我觉得是演员定位的问题，大家一开始就把你定位成帅哥名模，谁找你演二愣子”。哈哈哈姐真的很会说！
 
新浪娱乐的微博视频",娱乐
"#午间话题# X #期待值拉满的待播现偶# 
《难哄》白敬亭章若楠
《春色寄情人》李现周雨彤
《爱你》张凌赫徐若晗
《嘘，国王在冬眠》虞书欣林一
《焕羽》张婧仪周翊然
《白色橄榄树》陈哲远梁洁
《冬至》黄景瑜孙千
《爱情有烟火》檀健次王楚然
《舍不得星星》张新成王玉雯
《失笑》林一沈月
《竹马天降都是你》李昀锐徐若晗
让你期待值拉满的待播现偶是？",娱乐
"【午间娱乐播报】#Jennie将于6月solo回归#网页链接#钟楚曦侯雯元看张杰演唱会#网页链接#孙千172高不到97斤# 
网页链接
赵丽颖尹昉新剧#在人间官宣#网页链接
ZB1五月将回归
网页链接
 ",娱乐
"#秀珉帮粉丝选的彩票号码中奖了# 据韩媒，EXO秀珉生日粉丝见面会上帮粉丝选了彩票号码，之后在他随机叫出的6个号码中，有4个中了3月30日下午公开的1113届号码。粉丝留言：“托秀珉的福中了四等奖”“赚了25万韩元”“问我喜欢爱豆的话会给我喂饭吗？会让我中彩票”。想#接一个发财系爱豆#！
 ",娱乐
#韩素希删照片##韩素希删除妮可基德曼照片# 31日，据韩媒，韩素希经过所属社的劝说后删除了发布的妮可·基德曼的照片，网上也有多数的声音称“韩素希应该停止了”。昨日，韩素希发布了2001年妮可·基德曼在离婚时被拍下的照片，暗示和柳俊烈分手。 ,娱乐
"#阿乐留声机# “我的快乐，会回来的，只要清楚曾爱得那么深刻，不准问值不值得，我的快乐会回来的，离开不是谁给了谁的选择。”——《我的快乐》锦绣二重唱 
新浪娱乐的微博视频
 ",娱乐
"#新浪娱乐头像#  一年一度娱人节#站姐团建#之决战头像之“癫”站姐图征集开启！
恭喜本次的TOP6@TF家族-朱志鑫 ，带上你喜爱的图片评论本条微博，热评第一将成为阿乐的头像，快来参与吧！
头像规则：需为站姐拍摄的图片，参与投稿作品默认可以授权新浪娱乐作为头像使用，非CP图/黑图等抹黑艺人形象的图片，且图片不可带文字（包括英文和数字），如未满足头像规则，热评第一头像资格将顺延给该评论区符合规则的图片。",娱乐
"#新浪娱乐头像#  一年一度娱人节#站姐团建#之决战头像之“癫”站姐图征集开启！
恭喜本次的TOP5@TF家族-张泽禹 ，带上你喜爱的图片评论本条微博，热评第一将成为阿乐的头像，快来参与吧！
头像规则：需为站姐拍摄的图片，参与投稿作品默认可以授权新浪娱乐作为头像使用，非CP图/黑图等抹黑艺人形象的图片，且图片不可带文字（包括英文和数字），如未满足头像规则，热评第一头像资格将顺延给该评论区符合规则的图片。",娱乐
"#新浪娱乐头像#  一年一度娱人节#站姐团建#之决战头像之“癫”站姐图征集开启！
恭喜本次的TOP4@邓为D ，带上你喜爱的图片评论本条微博，热评第一将成为阿乐的头像，快来参与吧！
头像规则：需为站姐拍摄的图片，参与投稿作品默认可以授权新浪娱乐作为头像使用，非CP图/黑图等抹黑艺人形象的图片，且图片不可带文字（包括英文和数字），如未满足头像规则，热评第一头像资格将顺延给该评论区符合规则的图片。",娱乐
"#新浪娱乐头像#  一年一度娱人节#站姐团建#之决战头像之“癫”站姐图征集开启！
恭喜本次的TOP3@X玖少年团肖战DAYTOY ，带上你喜爱的图片评论本条微博，热评第一将成为阿乐的头像，快来参与吧！
头像规则：需为站姐拍摄的图片，参与投稿作品默认可以授权新浪娱乐作为头像使用，非CP图/黑图等抹黑艺人形象的图片，且图片不可带文字（包括英文和数字），如未满足头像规则，热评第一头像资格将顺延给该评论区符合规则的图片。",娱乐
"#新浪娱乐头像#  一年一度娱人节#站姐团建#之决战头像之“癫”站姐图征集开启！
恭喜本次的TOP2@成毅 ，带上你喜爱的图片评论本条微博，热评第一将成为阿乐的头像，快来参与吧！
头像规则：需为站姐拍摄的图片，参与投稿作品默认可以授权新浪娱乐作为头像使用，非CP图/黑图等抹黑艺人形象的图片，且图片不可带文字（包括英文和数字），如未满足头像规则，热评第一头像资格将顺延给该评论区符合规则的图片。",娱乐
"#新浪娱乐头像# 一年一度娱人节#站姐团建#之决战头像之“癫”站姐图征集开启！
恭喜本次的TOP1@种地吧陈少熙 ，带上你喜爱的图片评论本条微博，热评第一将成为阿乐的头像，快来参与吧！
头像规则：需为站姐拍摄的图片，参与投稿作品默认可以授权新浪娱乐作为头像使用，非CP图/黑图等抹黑艺人形象的图片，且图片不可带文字（包括英文和数字），如未满足头像规则，热评第一头像资格将顺延给该评论区符合规则的图片。",娱乐
"#钱斯佩尔多莫因摩托车事故去世##钱斯佩尔多莫去世# 据外媒，《黑袍纠察队》衍生剧《V世代》饰演主角Andre的钱斯·佩尔多莫Chance Perdomo因摩托车事故不幸去世，年仅27岁。他的代表作品有《萨布丽娜的惊心冒险》《V世代第一季》。
《V世代》制片人发表声明：“我们无法接受这个事实。对于我们这些认识他并与他共事过的人来说，钱斯总是魅力十足、面带微笑、热情洋溢、极具表演天赋，更重要的是，他是一个非常善良、可爱的人。现在用过去式来描述他，让人觉得难以置信。”",娱乐
"#看眼泪女王快碎了##洪海仁失忆了吗#《眼泪女王》 贤佑看到蹲在路边喂猫的海仁，上前为她打伞。对话中贤佑发现海仁的记忆好像回到了在德国治疗期间，他很心疼，忍不住落泪。海仁笑着望着他，抱住了他，安慰道：“不要担心，我爱你，白贤佑！”呜呜呜呜看完阿乐要碎了，你觉得海仁真的失忆了吗？
 #眼泪女王收视率# 
新浪娱乐的微博视频",娱乐
"#新浪娱乐头像# 一年一度娱人节#站姐团建#之决战头像之“癫”投票结束，排名前六的分别是：@种地吧陈少熙、@成毅、@X玖少年团肖战DAYTOY、@邓为D、@TF家族-张泽禹、@TF家族-朱志鑫 ，恭喜！
3月31日上午10:00起，@新浪娱乐 将开设6个征集帖，分别征集对应艺人的站姐神图，热评第一的即作为最终更换头像。截止时间为31日18:00，准备好你喜欢的图来参与吧！
（头像规则：需为站姐拍摄的图片，参与投稿作品默认可以授权新浪娱乐作为头像使用，非CP图/黑图等抹黑艺人形象的图片，且图片不可带文字，如未满足头像规则，热评第一头像资格将顺延给该评论区符合规则的图片。）",娱乐
"【9-17时要闻回顾】#宋雨琦厕所被拍#引争议
网页链接#粉丝给张真源现场测视力#网页链接#花间令女性群像没有郑合惠子#引争议
网页链接
蔡文静参加《乘风》掉到88斤
网页链接#林依轮妻子近照#好有气质
网页链接
 ",娱乐
"#阿乐今日问#：你心中的#内娱天选理想型#是谁？ 
 
网页链接
 ",娱乐
#韩素希方承认分手# 30日，据韩媒，韩素希经纪公司回应与柳俊烈分手一事：“他们都发现作为演员有更大的责任，约定不会再被私事消耗感情。”韩素希称：“因为我的感情问题，给自己和公众带来了麻烦。我的沟通方式不对，接受大家的批评。”公司也表示没有担好照顾演员的责任，“虽然晚了，但会努力修复。”,娱乐
"#韩素希柳俊烈公开恋情两周后分手##韩媒曝韩素希柳俊烈分手# 30日，柳俊烈所属社发声：“柳俊烈与韩素希确实分手了。”距离他们公开恋情只有两周。#阿乐今日问#：对此，你想说？
 
 
网页链接
 ",娱乐
#韩素希柳俊烈公开恋情两周后分手##韩媒曝韩素希柳俊烈分手# 30日，经韩媒证实，韩素希与柳俊烈已于近期分手，柳俊烈所属社C-JeS回应：“柳俊烈与韩素希确实分手了”，此外没有透露其他细节，目前媒体没有联系上韩素希经纪公司。二人于3月16日承认恋爱，距离公开恋情只过去了两个周。 #柳俊烈方承认分手#,娱乐
#韩素希疑似与柳俊烈分手##韩素希发妮可基德曼离婚图# 30日，韩国演员韩素希在社交平台上发了一张妮可·基德曼的照片，没有配文。该图片为妮可·基德曼在2001年离婚时被拍下的照片，引发韩国网友纷纷猜测是否是韩素希已与柳俊烈分手。 #韩素希新博客# ,娱乐
"#阿乐留声机# “还是意外，不争气地没能忘记你的坏，可惜后来再也没有了后来，怎么忍耐；没有意外，我只逃避在我封闭的舞台，你在谁的怀里撒娇被宠坏，已要不回来的爱。”——《没有意外》蔡徐坤 
新浪娱乐的微博视频
 ",娱乐
"#安妮海瑟薇演绎双相情感障碍# 今天是世界双相情感障碍日，一起来看安妮·海瑟薇在《现代爱情》中一镜到底演绎的双相情感障碍，走近了解这个人群。“我只有确定自己在表现出色时才会出现，我的生活就变成了这样，没人了解真正的我。”“只要乌云终会散去，我就能应对。”#阿乐时光机# 
新浪娱乐的微博视频",娱乐
"【午间娱乐播报】#蓝盈莹回碎玉轩了#网页链接#崔胜澈红发#酷
网页链接#曝德普悉尼妹合作新片#网页链接#港姐朱千雪挺孕肚出席婚礼#网页链接
范湉湉自曝参加《乘风》瘦了15斤
网页链接
 ",娱乐
"#午间话题# @刘亦菲 @杨幂 @赵丽颖 @刘诗诗 @Dear-迪丽热巴 @杨紫 @X玖少年团肖战DAYTOY @UNIQ-王一博 @成毅 @吴磊LEO @王鹤棣_Dylan @魏大勋 ……谁是的你#内娱天选理想型#？
 ",娱乐
"#奔跑吧录制粉丝喊话好有梗##范丞丞 希望大家都是淡人#今日，《奔跑吧》录制，兄弟团提前录好语音现场喊话粉丝维持秩序。
沙溢：名场面会有的，笑点也会有的，请大家耐心等待
白鹿：在你保管好身边物品的同时，我们也会妥善保管好您的关心与期待
周深：在您记录欢乐瞬间的时刻，请尽量保持录制现场安静
范丞丞：不管大家是e人还是i人，观看录制的时候希望大家都是淡人
张真源：愿在场的每一位，今天愉快，明天愉快，每天都愉快
有心了，每句都好有梗！#奔跑吧全员录制大声公#新浪娱乐的微博视频",娱乐
#Lizzo宣布退出歌坛# 29日，美国歌手Lizzo在社交平台发文宣布退出歌坛：“我所想的只是制作音乐，让人们快乐，并帮助世界变得比我发现的时候更好一些。”“每一次都因为我的外表成为笑柄…我的性格被不认识我的人挑剔，且不尊重我的名字。”表示因不堪忍受生活和网络上的压力而选择退圈。 ,娱乐
"#阿乐i舞台# 20181228，李到晛、安孝燮、赵贤植三人在《SBS演技大赏》上带来了跨年串烧舞台。rapper、dancer样样有，虽然是KTV的水平但欧巴们拿出的是爱豆的台风，怎么不算pop star呢。#幸亏乐华没让李到晛当爱豆# 
新浪娱乐的微博视频
 ",娱乐
"#绫野刚佐久间由衣生子##绫野刚佐久间由衣官宣生子# 30日，日本演员绫野刚、佐久间由衣分享得子喜讯，表示在今年早春时分，家里迎来了新的生命，母子健康。二人于2023年初官宣结婚。恭喜两位！
  ",娱乐
#吴宗宪回应女儿咖啡店被砸##吴宗宪否认因仇家寻仇被砸咖啡店# 29日，据台媒，吴宗宪回应女儿咖啡店被砸，表示“这小事”，请外界不要过多关注。对于得罪黑道被寻仇的推测，他称：“全台湾黑道都我好朋友”，也否认债务纠纷的可能性。他自称不曾跟人有过节，否则也不会当艺人，此后不会加强店里和个人的防范。,娱乐
#阿甘正传主创合作新片定档##阿甘正传男女主再合作# 汤姆·汉克斯和罗宾·怀特主演新片《这里》定档，11月15日北美小范围上映，11月27日扩映，锁定颁奖季。该片由罗伯特·泽米吉斯执导，埃里克·罗斯编剧，《阿甘正传》4名主创时隔30年重聚。该片改编自同名漫画，讲述一场穿越时间和记忆的惊心动魄的冒险。 ,娱乐
"【0-9时要闻回顾】
《巨流河》作者#齐邦媛去世#网页链接#韩素希说谎被扒#引争议
网页链接#黄晓明报平安#网页链接
广东偶遇蔡依林拍物料
网页链接#安妮海瑟薇新片定档#网页链接
 ",娱乐
#孔雪儿回应了##孔雪儿 角色没有大小# 30日凌晨，@孔雪儿 发文：“我深知到被观众认可，还有很长的路要走”，“表演对我来说是要用敬畏心去对待的事。角色没有大小，不论过去还是未来的每一个角色，都是我成长的印记”。据悉，近日孔雪儿传出出演《定风波》女二引粉丝不满，孔雪儿疑似是对此作出回应。 #孔雪儿 女二#,娱乐
"#夏之光好会扭##夏之光KillThisLove直拍# 20210502， @X玖少年团夏之光 带来《Kill This Love》，黑衣配皮裤性感满分，好会扭好会跳啊！下腰的一瞬间狙击到谁了？#阿乐i舞台# 
新浪娱乐的微博视频
 ",娱乐
"【9-18时要闻回顾】#张馨予何捷街边约会# 感情依旧
网页链接#阮经天说一切都好#疑似回应母亲状态
网页链接
懒理恋情争议？#柳俊烈晒杂志大片营业#网页链接#难哄剧组抵制代拍#网页链接
Lisa豪宅内景首曝光
网页链接
 ",娱乐
"#新浪娱乐头像投票# 一年一度娱人节#站姐团建#之决战头像之“癫”活动火热进行中，截至3月29日17:30，排名前六的分别是：@种地吧陈少熙、@成毅、@X玖少年团肖战DAYTOY、@邓为D、@华晨宇yu、@TF家族-朱志鑫 。投票结束时间为3月30日18:00，还有24小时，大家继续加油！
 
阿乐温馨提醒：最后获得更换限时头像的依据是【投票总结果排名】，TOP1:更换3小时，TOP2-3:各更换2小时，TOP4-6:各更换1小时。
投票汇总链接戳：
网页链接",娱乐
"#吴磊薅新浪羊毛##蒋勤勤说转发抽一个摸吴磊腹肌# 
速来看@吴磊LEO 发咱微博纯享！
吴磊：“转发……（干点啥呢）？”@蒋勤勤 ：“可以摸腹肌！
”
工作人员：“吴磊！结婚！”
吴磊：“转发抽一个人结婚？？我这么随意吗！”
吴磊：“我要艾特来去……抽100张电影票！”#吴磊听到想和他结婚的反应#娱乐日爆社的微博视频",娱乐
#旧爱浪# 2021年《心惊胆战的同居》，李惠利饰演李丹，主修历史的平凡大学生。性格直率、古灵精怪，某天遇到了一只999岁的九尾狐，一切都发生了改变。#李惠利近照状态# ,娱乐
#葛斯齐后悔爆料汪小菲出轨照# 据台媒，台湾狗仔葛斯齐近日在节目中坦言后悔爆料汪小菲出轨照片，他认为自己像是帮凶，“我被利用了”。他强调曝汪小菲的主因不是要帮大、小S，结果自己弄巧成拙成了局内人。 ,娱乐
"看#韩素希三问李惠利#有感：
“#同为女生不该为了臭男生吵架#。”#韩素希指责柳俊烈沉默# 
新浪娱乐的微博视频
 ",娱乐
"#吴磊蒋勤勤求助新浪娱乐# 惊！反传销的疯还是吹到了新浪总部。到底是是人性的扭曲还是加班的摧残，导致了何目莲和吴苔花的精神状态失常？想知道答案，4月3日来电影院看《草木人间》！！谢谢谢谢谢谢谢！ 
新浪娱乐的微博视频
 ",娱乐
"#阿乐今日问#：你#这个夏天一定要听的乐队#是？（第二组） 
 
网页链接
 ",娱乐
"#阿乐今日问#：你#这个夏天一定要听的乐队#是？（第一组） 
 
网页链接
 ",娱乐
#皮特放弃争夺孩子监护权##皮特朱莉纠纷预计夏天结束# 据外媒，知情人士透露布拉德·皮特和安吉丽娜·朱莉离婚官司预计将于今年夏天结束，其中一个原因是皮特放弃了孩子的监护权。据悉，两人2016年分居，2019年在法律上正式结束婚姻关系，之后围绕孩子监护权和财产分配问题对簿公堂长达7年。 ,娱乐
"#邢菲自认长相有观众缘##邢菲夸任嘉伦内核很稳# @邢菲_ 做客《#阿乐的星朋友#》，谈“甜妹”标签：“我自认为这张脸还是蛮有观众缘的，白菜叽叽喳喳的也不会让人讨厌。”回应“长腿男神收割机”，她大夸@任嘉伦Allen 是内核很稳的大男孩，有童心也很有责任感；大方回应最萌身高差：“镜头往下才能找到女主”
随机跳手势舞性感可爱不停切换，如果要参与“内娱甜妹舞蹈101想跟谁一起出道”？她说：“我觉得这个舞台只属于我自己！”
她透露想演电影，喊话导演们：“我不会让你失望的！”邢菲本人是不是恋爱脑？她如何用六边形重新定义自己？再谈“预告”0.6秒争议、透露拍《致我们暖暖的小时光》手脚蜷缩……更多精彩内容速戳正片！ 
新浪娱乐的微博视频",娱乐
"#午间话题# 五月天、苏打绿、伍佰&China blue乐队、痛仰乐队、新裤子、二手玫瑰、告五人、八三夭乐团、后海大鲨鱼、回春丹乐队、逃跑计划、旅行团乐队、遗忘俱乐部、橘子海、夏日入侵企画、海龟先生、刺猬、气运联盟……你#这个夏天一定要听的乐队#是？
 ",娱乐
"【午间娱乐播报】
恋情曝光？#白宇帆与美女搂肩回家#网页链接#韩素希方回应三问李惠利#网页链接
胡夏疑回应近期传闻：别把大好时光浪费在无聊的事上
网页链接#制片人称掌心不是古偶#网页链接
刘亦菲《玫瑰的故事》过审下证
网页链接
 ",娱乐
"#阿乐留声机# “千言万语里，只有一句话能表白我的心，千言万语里，只有一句话就能够让我们相偎相依。我爱你，你是我的朱丽叶，我愿意变成你的梁山伯。幸福的每一天，浪漫的每一夜，把爱，永远，不放开，I love you。”——《梁山伯与朱丽叶》卓文萱&曹格 
新浪娱乐的微博视频
 ",娱乐
"#最期待的在录综艺# 《奔跑吧》《极限挑战》《哈哈哈哈哈》《这是我的岛》《花儿与少年好友记》《大侦探》《小熊花园》《我们仨》《魔方新世界》《全员加速中》等，#阿乐今日问#：你最期待哪部？ 
 
网页链接
 ",娱乐
#厉旭手写信宣布结婚##SJ厉旭结婚# 29日，SJ厉旭手写信宣布将于5月结婚，他称“正如大家所知，我有在交往中的女朋友。前段时间自然而然地产生了想和她成为家人的想法。不是突然的决定，经过了长时间与成员和公司的讨论。”据悉，厉旭女友是Tahiti组合的Ari，两人2020年承认恋情。 ,娱乐
"#唐嫣回应过往角色类型单一##唐嫣哽咽回应质疑# @唐嫣 最新采访回应“过往角色类型单一”质疑，她表示：“我觉得其实演员是被动的，有些时候不是你想演什么角色就一定会有，我也一直在等。”面对质疑，她也有过自我怀疑的阶段，在拍《繁花》时也曾遇到过很多座高山，“后来我觉得不管了，就冲吧。”（cr：@人物 ） 
新浪娱乐的微博视频",娱乐
#日本歌剧团承认自杀女星生前遭10人霸凌##日本歌剧团就女星遭霸凌自杀道歉# 据日媒，日本宝冢歌剧团25岁女演员有爱绮去年9月跳楼自杀，家属称死亡原因是受到了剧团前辈的霸凌。28日，剧团方召开记者会，承认14项霸凌行为，披露涉及霸凌的共10人，其中6人已提交亲笔道歉信，剩余人员也将于今后道歉。 ,娱乐
#外媒曝海莉考虑与比伯分居##比伯夫妇正在考虑分居# 据外媒，知情人士透露海莉正在考虑向比伯提出分居。海莉父亲的发文似乎也暗示了两人的婚姻陷入困境。据称，在过去几年里，两人健康问题以及一直以来的高曝光给他们带来了压力，“海莉想独自生活一段时间”。不过，该知情人士也表示，海莉没要求离婚，她只是需要休息一下。 ,娱乐
"【0-9时要闻回顾】
日本能乐国宝级艺术家#坂井音重病逝#网页链接#冉莹颖邹市明分床睡三年了#网页链接
张子枫方发布维权声明
网页链接#阿信发文纪念五月天成团25年#网页链接
严浩翔到东北了
网页链接
 ",娱乐
#胡夏工作室声明##胡夏方称对不实言论已取证# 29日，@胡夏工作室 发布严正声明，再回应“有孩子”传闻：“近日部分互联网用户恶意发布、传播大量关于胡夏先生的不实信息，严重侵犯了胡夏先生的合法权益。我方对不实言论，公然侮辱、诽谤行为已进行取证。”同时呼吁大家不信谣、不传谣，拒绝恶意引战。 ,娱乐
#窦靖童愿意跟谢霆锋学滑雪##窦靖童否认已结婚# 据港媒，王菲女儿窦靖童受访，提到此前王菲跟男友谢霆锋到日本滑雪一事，她称自己不懂滑雪所以没有同行。被问是否愿意跟滑雪了得的谢霆锋学习，她回应：“Yes，Sure。”早前，她分享动态，无名指戴戒指引发结婚猜测，对此她否认称：“没结婚”。 ,娱乐
#刘亚仁新剧宣布定档# 29日，刘亚仁、安恩真主演Netflix原创剧集《末日愚者》宣布定档4月26日全集上线。据韩媒早前报道，该剧原定去年公开，因刘亚仁事件推迟。考虑到拍摄本片一众演职人员的辛劳，Netflix决定将其公开。 ,娱乐
#诺兰将被授予爵士爵位# 据外媒，本月初凭借《奥本海默》赢得奥斯卡后，克里斯托弗·诺兰(Christopher Nolan)和他的妻子、制片人艾玛·托马斯(Emma Thomas)将分别被授予爵士和女爵称号，以表彰他们对电影的贡献。2019年，诺兰曾获得大英帝国司令勋章。 ,娱乐
#韩素希再发文回应##韩素希发长文后秒删# 29日，韩素希ins再发文回应与柳俊烈恋情风波。她强调两人相识于2023年11月摄影展，在此之前并不认识，提到了李惠利和柳俊烈去年已经分手，不是“换乘恋爱”：“如果这是假的，可以反驳我”“我也对当事人之一的闭口不谈感到沮丧”；对于外界对柳俊烈外貌的评价，她称“外貌不是全部。”目前该篇长文已经删除。,娱乐
"【17-24时要闻回顾】#黄圣依杨子直播事件6人被刑拘#网页链接#王一博维权赔偿将全额捐赠#网页链接
电视剧品质盛典#周迅胡歌坐一起#网页链接#张元英听出来了粉丝是中国人#网页链接
亚洲超星团出道团新加3名成员
网页链接
 ",娱乐
#旧爱浪# 2019年《南方车站的聚会》，胡歌饰演周泽农。一个重金悬赏的在逃罪犯，“早晓得，说不定我就不开那一枪了。” ,娱乐
